java -jar RankLib-2.14.jar -train ../data/experiment/no_ngram_train.txt -test ../data/experiment/no_ngram_test.txt -validate ../data/experiment/no_ngram_validate.txt -ranker 6 -metric2t NDCG@10 -metric2T NDCG@10 -save ../model/experiment/model_no_ngram.txt

Discard orig. features
Training data:	../data/experiment/no_ngram_train.txt
Test data:	../data/experiment/no_ngram_test.txt
Validation data:	../data/experiment/no_ngram_validate.txt
Feature vector representation: Dense.
Ranking method:	LambdaMART
Feature description file:	Unspecified. All features will be used.
Train metric:	NDCG@10
Test metric:	NDCG@10
Feature normalization: No
Model file: ../model/experiment/model_no_ngram.txt

[+] LambdaMART's Parameters:
No. of trees: 1000
No. of leaves: 10
No. of threshold candidates: 256
Min leaf support: 1
Learning rate: 0.1
Stop early: 100 rounds without performance gain on validation data

Reading feature file [../data/experiment/no_ngram_train.txt]... [Done.]            
(152 ranked lists, 7600 entries read)
Reading feature file [../data/experiment/no_ngram_validate.txt]... [Done.]            
(75 ranked lists, 3750 entries read)
Reading feature file [../data/experiment/no_ngram_test.txt]... [Done.]            
(77 ranked lists, 3850 entries read)
Initializing... [Done]
---------------------------------
Training starts...
---------------------------------
#iter   | NDCG@10-T | NDCG@10-V | 
---------------------------------
346     | 0.9539    | 0.924     | 
347     | 0.9539    | 0.9245    | 
348     | 0.9539    | 0.9245    | 
349     | 0.9539    | 0.924     | 
350     | 0.9539    | 0.924     | 
351     | 0.9539    | 0.924     | 
352     | 0.9539    | 0.924     | 
353     | 0.9539    | 0.924     | 
354     | 0.9539    | 0.9245    | 
355     | 0.9539    | 0.9245    | 
356     | 0.9539    | 0.9245    | 
357     | 0.9539    | 0.9241    | 
358     | 0.9539    | 0.9245    | 
359     | 0.9539    | 0.9245    | 
360     | 0.9539    | 0.9245    | 
361     | 0.9539    | 0.9249    | 
362     | 0.9539    | 0.9249    | 
363     | 0.9539    | 0.9249    | 
364     | 0.9539    | 0.9245    | 
365     | 0.9539    | 0.9245    | 
366     | 0.9539    | 0.9245    | 
367     | 0.9539    | 0.9245    | 
368     | 0.9539    | 0.9249    | 
369     | 0.9539    | 0.9249    | 
370     | 0.9539    | 0.9249    | 
371     | 0.9539    | 0.9249    | 
372     | 0.9539    | 0.9249    | 
373     | 0.9539    | 0.9249    | 
374     | 0.9539    | 0.9249    | 
375     | 0.9539    | 0.9249    | 
376     | 0.9539    | 0.9249    | 
377     | 0.9539    | 0.9249    | 
378     | 0.9539    | 0.9249    | 
379     | 0.9539    | 0.9249    | 
380     | 0.9539    | 0.9249    | 
381     | 0.9539    | 0.9249    | 
382     | 0.9539    | 0.9249    | 
383     | 0.9539    | 0.9249    | 
384     | 0.9539    | 0.9249    | 
385     | 0.9539    | 0.9249    | 
386     | 0.9539    | 0.9249    | 
387     | 0.9539    | 0.9249    | 
388     | 0.9539    | 0.9249    | 
389     | 0.9539    | 0.9249    | 
390     | 0.9539    | 0.9249    | 
391     | 0.9539    | 0.9249    | 
392     | 0.9539    | 0.9249    | 
393     | 0.9539    | 0.9249    | 
394     | 0.9539    | 0.9249    | 
395     | 0.9539    | 0.9249    | 
396     | 0.9539    | 0.9249    | 
397     | 0.9539    | 0.9249    | 
398     | 0.9539    | 0.9249    | 
399     | 0.9539    | 0.9249    | 
400     | 0.9539    | 0.9249    | 
401     | 0.9539    | 0.9249    | 
402     | 0.9539    | 0.9249    | 
403     | 0.9539    | 0.9249    | 
404     | 0.9539    | 0.9249    | 
405     | 0.9539    | 0.9249    | 
406     | 0.9539    | 0.9249    | 
407     | 0.9539    | 0.9249    | 
408     | 0.9539    | 0.9249    | 
409     | 0.9539    | 0.9245    | 
410     | 0.9539    | 0.9249    | 
411     | 0.9539    | 0.9249    | 
412     | 0.9539    | 0.9249    | 
413     | 0.9539    | 0.9249    | 
414     | 0.9539    | 0.9249    | 
